Total CGPA,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour?,Management or Technical,worked in teams ever?,Introvert
7.7666666666666675,3,0,2,2,no,no,information security,excellent,poor,hacking,Business process analyst,job,Sales and Marketing,no,Cookbooks,Work,gentle,Management,no,yes
7.4,6,3,7,5,yes,yes,r programming,medium,medium,parallel computing,testing,job,BPA,yes,Self help,Work,gentle,Technical,no,no
7.944444444444445,5,6,2,6,yes,no,distro making,poor,excellent,Management,system developer,job,BPA,no,Comics,Work,stubborn,Technical,no,no
7.777777777777777,6,2,9,1,no,no,full stack,excellent,poor,cloud computing,cloud computing,job,Testing and Maintainance Services,no,Autobiographies,salary,gentle,Management,yes,no
7.555555555555555,5,2,5,4,no,no,information security,poor,excellent,parallel computing,developer,job,Finance,no,Biographies,Work,gentle,Technical,no,yes
7.7,3,3,9,6,no,no,information security,excellent,medium,hacking,system developer,higherstudies,Web Services,yes,Encyclopedias,Work,stubborn,Management,yes,no
7.988888888888889,2,3,9,5,yes,yes,hadoop,poor,poor,IOT,system developer,job,product development,yes,Poetry,Work,gentle,Technical,no,no
7.933333333333333,4,5,4,8,yes,yes,shell programming,excellent,poor,IOT,system developer,higherstudies,SAaS services,yes,Health,Work,stubborn,Technical,yes,no
7.088888888888889,2,3,4,5,no,no,distro making,poor,excellent,cloud computing,security,job,Web Services,no,Horror,salary,gentle,Management,no,yes
8.155555555555555,1,2,3,7,no,yes,information security,medium,excellent,Management,security,job,BPA,yes,Satire,Work,stubborn,Technical,yes,yes
7.833333333333333,5,1,5,6,yes,yes,app development,poor,excellent,networks,system developer,higherstudies,product development,yes,Encyclopedias,salary,stubborn,Technical,no,yes
8.0,1,6,8,6,no,yes,app development,medium,medium,data engineering,cloud computing,job,Sales and Marketing,yes,Self help,Work,stubborn,Management,no,no
7.011111111111111,2,6,9,9,yes,no,r programming,medium,medium,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,yes,Prayer books,salary,stubborn,Technical,yes,no
7.466666666666667,8,0,3,9,yes,no,distro making,excellent,poor,data engineering,developer,job,Finance,no,Self help,Work,gentle,Technical,no,yes
7.811111111111112,1,5,5,6,no,no,python,excellent,poor,Computer Architecture,Business process analyst,job,Finance,yes,Religion-Spirituality,Work,gentle,Management,yes,yes
7.555555555555555,4,3,2,8,no,no,distro making,medium,excellent,cloud computing,security,job,Finance,yes,Trilogy,Work,gentle,Technical,yes,yes
8.3,3,2,9,1,no,yes,full stack,excellent,poor,IOT,developer,higherstudies,product development,yes,Travel,salary,stubborn,Management,yes,yes
7.555555555555555,8,4,1,3,no,yes,app development,medium,medium,Management,Business process analyst,higherstudies,BPA,yes,Satire,salary,gentle,Technical,yes,yes
7.6,4,5,1,3,yes,yes,full stack,medium,excellent,IOT,system developer,job,Product based,yes,Poetry,Work,stubborn,Technical,yes,yes
7.488888888888889,7,6,2,9,no,no,machine learning,poor,poor,data engineering,testing,job,Product based,yes,Science fiction,salary,gentle,Management,yes,no
8.055555555555555,5,2,3,5,yes,yes,r programming,medium,medium,networks,system developer,higherstudies,SAaS services,yes,Satire,Work,stubborn,Management,yes,yes
7.8,4,2,5,3,no,yes,machine learning,poor,poor,hacking,system developer,job,Cloud Services,yes,Series,salary,stubborn,Management,yes,yes
8.122222222222224,5,5,5,6,no,yes,full stack,excellent,excellent,Computer Architecture,Business process analyst,job,product development,no,Comics,salary,gentle,Technical,yes,yes
7.466666666666667,8,3,3,9,yes,no,hadoop,excellent,excellent,IOT,security,job,Testing and Maintainance Services,no,Religion-Spirituality,salary,gentle,Management,yes,no
8.166666666666668,3,6,9,2,yes,yes,information security,poor,excellent,Software Engineering,security,job,product development,no,Horror,Work,stubborn,Management,no,no
7.455555555555556,1,3,2,2,no,no,distro making,medium,poor,IOT,system developer,job,Testing and Maintainance Services,no,Dictionaries,Work,stubborn,Technical,yes,yes
7.455555555555556,4,4,7,2,yes,no,hadoop,excellent,medium,programming,Business process analyst,job,Web Services,no,Diaries,Work,gentle,Management,no,no
7.788888888888889,4,3,1,3,yes,yes,shell programming,medium,poor,Software Engineering,cloud computing,job,Finance,no,Self help,salary,gentle,Technical,yes,no
7.7555555555555555,4,1,3,8,yes,yes,hadoop,poor,medium,IOT,testing,higherstudies,Testing and Maintainance Services,no,Satire,Work,gentle,Technical,yes,no
8.122222222222224,9,6,4,9,no,yes,information security,excellent,medium,networks,developer,job,Cloud Services,yes,Romance,Work,stubborn,Management,yes,no
7.166666666666667,6,3,9,9,no,no,app development,poor,medium,Computer Architecture,testing,job,BPA,no,Science fiction,salary,gentle,Technical,no,yes
7.5777777777777775,7,6,7,3,no,yes,app development,medium,excellent,parallel computing,system developer,job,Web Services,yes,Journals,salary,gentle,Technical,yes,no
7.444444444444445,5,3,5,1,no,yes,full stack,excellent,poor,Computer Architecture,Business process analyst,job,Sales and Marketing,no,Action and Adventure,Work,stubborn,Management,no,yes
7.455555555555556,1,2,2,1,yes,no,distro making,excellent,poor,programming,system developer,job,Service Based,no,Drama,salary,gentle,Management,yes,no
8.244444444444444,1,3,3,5,no,no,python,poor,excellent,IOT,system developer,higherstudies,Testing and Maintainance Services,no,Art,salary,gentle,Management,yes,yes
7.811111111111112,5,1,2,8,no,no,hadoop,medium,excellent,networks,system developer,higherstudies,Product based,no,Childrens,Work,gentle,Management,yes,yes
7.5777777777777775,4,2,8,6,no,yes,app development,poor,excellent,Software Engineering,developer,job,Sales and Marketing,no,Self help,salary,gentle,Management,yes,no
7.855555555555556,6,0,1,9,yes,no,r programming,excellent,medium,hacking,developer,job,Cloud Services,yes,Horror,salary,gentle,Technical,no,no
7.677777777777777,4,3,4,4,yes,yes,distro making,medium,medium,IOT,developer,higherstudies,Product based,yes,Diaries,Work,gentle,Technical,yes,no
7.777777777777777,7,6,2,8,yes,no,python,medium,medium,data engineering,Business process analyst,higherstudies,BPA,no,Cookbooks,Work,gentle,Management,yes,yes
8.366666666666667,2,2,8,4,yes,yes,machine learning,excellent,medium,networks,security,job,Testing and Maintainance Services,no,Art,salary,stubborn,Technical,no,yes
7.444444444444445,9,5,8,4,no,no,app development,excellent,poor,parallel computing,Business process analyst,job,product development,yes,Health,Work,gentle,Technical,yes,yes
7.7444444444444445,5,4,9,1,yes,no,information security,excellent,excellent,programming,security,higherstudies,Web Services,no,Autobiographies,Work,stubborn,Management,yes,yes
7.7555555555555555,3,5,2,6,no,yes,information security,excellent,medium,cloud computing,security,job,Testing and Maintainance Services,yes,Prayer books,salary,gentle,Management,no,no
7.2333333333333325,6,1,2,5,no,yes,information security,poor,excellent,data engineering,security,job,Product based,yes,Action and Adventure,Work,stubborn,Management,no,yes
7.333333333333333,9,4,9,5,no,yes,python,poor,medium,Management,developer,higherstudies,Web Services,no,History,salary,stubborn,Technical,yes,no
7.9,8,3,3,7,no,yes,r programming,excellent,medium,networks,system developer,higherstudies,Testing and Maintainance Services,no,Health,salary,gentle,Management,yes,no
7.866666666666667,5,2,6,7,no,yes,python,poor,poor,Software Engineering,testing,job,Cloud Services,yes,Horror,Work,stubborn,Management,yes,no
7.677777777777777,6,4,4,1,no,no,machine learning,medium,excellent,parallel computing,Business process analyst,higherstudies,Cloud Services,yes,Guide,Work,gentle,Technical,no,no
7.7666666666666675,8,4,5,1,no,yes,r programming,medium,medium,hacking,security,higherstudies,Finance,yes,Comics,salary,stubborn,Technical,no,no
8.288888888888888,3,3,7,1,yes,yes,information security,medium,medium,hacking,system developer,job,Sales and Marketing,yes,Health,Work,stubborn,Technical,yes,yes
8.033333333333333,1,3,2,2,yes,no,python,medium,poor,programming,security,job,Service Based,yes,Guide,salary,gentle,Technical,no,yes
7.355555555555556,2,3,4,4,no,no,distro making,medium,excellent,data engineering,developer,job,product development,no,Autobiographies,Work,stubborn,Technical,yes,yes
7.966666666666667,8,5,8,9,yes,no,information security,medium,poor,parallel computing,system developer,job,Sales and Marketing,no,Prayer books,salary,gentle,Management,yes,yes
7.7666666666666675,8,0,7,8,no,yes,distro making,poor,poor,programming,system developer,higherstudies,product development,no,Poetry,Work,stubborn,Management,no,yes
8.133333333333333,8,1,6,2,yes,yes,r programming,excellent,excellent,hacking,system developer,job,Product based,yes,Horror,Work,stubborn,Management,no,yes
7.5,6,1,2,1,yes,yes,information security,poor,excellent,Management,cloud computing,higherstudies,Service Based,yes,Drama,salary,gentle,Management,yes,no
7.833333333333333,1,2,8,8,yes,yes,information security,excellent,medium,Management,cloud computing,job,Finance,yes,Dictionaries,Work,gentle,Management,no,no
7.722222222222223,5,6,8,4,no,yes,shell programming,poor,medium,Software Engineering,security,job,Service Based,yes,Biographies,salary,stubborn,Management,no,no
7.088888888888889,9,6,5,7,yes,no,machine learning,medium,excellent,parallel computing,system developer,job,Sales and Marketing,yes,Encyclopedias,Work,stubborn,Management,yes,yes
8.011111111111111,6,3,7,3,no,yes,app development,excellent,excellent,parallel computing,system developer,job,Finance,no,Drama,Work,gentle,Technical,yes,yes
7.711111111111111,5,3,4,4,yes,yes,r programming,medium,excellent,programming,cloud computing,higherstudies,Testing and Maintainance Services,no,Journals,salary,gentle,Technical,yes,yes
7.8,5,6,2,5,yes,yes,full stack,excellent,excellent,cloud computing,cloud computing,higherstudies,Product based,no,Science fiction,Work,stubborn,Technical,no,no
7.5777777777777775,5,5,4,7,no,no,app development,excellent,excellent,Management,Business process analyst,higherstudies,Sales and Marketing,yes,Biographies,salary,gentle,Management,no,no
7.566666666666667,6,3,7,3,yes,no,app development,medium,medium,hacking,system developer,higherstudies,Web Services,yes,Series,Work,gentle,Technical,no,yes
7.866666666666667,8,5,1,1,yes,no,information security,excellent,poor,programming,Business process analyst,job,SAaS services,no,Trilogy,Work,gentle,Management,yes,yes
8.155555555555555,8,3,3,2,yes,no,machine learning,medium,medium,networks,system developer,job,product development,yes,Anthology,salary,stubborn,Technical,no,yes
8.255555555555556,1,1,7,1,no,no,python,medium,excellent,cloud computing,security,job,Service Based,yes,Journals,salary,stubborn,Management,yes,no
8.38888888888889,5,2,7,1,no,no,shell programming,poor,medium,Management,system developer,job,Service Based,no,Mystery,Work,stubborn,Management,no,no
7.955555555555556,5,5,6,1,no,no,r programming,poor,excellent,networks,system developer,job,BPA,yes,Mystery,Work,gentle,Technical,yes,yes
7.7444444444444445,4,2,7,6,no,yes,full stack,excellent,poor,programming,Business process analyst,higherstudies,Service Based,yes,Romance,Work,gentle,Management,no,yes
7.688888888888888,4,1,5,9,yes,yes,distro making,poor,poor,data engineering,cloud computing,job,Service Based,no,Series,Work,gentle,Management,no,no
7.911111111111111,6,5,3,4,yes,yes,full stack,poor,poor,cloud computing,developer,job,Product based,no,History,salary,stubborn,Management,no,yes
7.811111111111112,9,1,1,9,yes,yes,machine learning,excellent,poor,IOT,Business process analyst,higherstudies,Testing and Maintainance Services,no,Guide,Work,stubborn,Technical,no,yes
7.322222222222223,2,2,4,5,no,no,information security,excellent,poor,IOT,Business process analyst,higherstudies,Service Based,yes,Trilogy,Work,stubborn,Management,yes,no
7.466666666666667,8,2,7,1,yes,no,information security,medium,excellent,parallel computing,security,higherstudies,Finance,yes,Journals,Work,stubborn,Management,yes,no
7.377777777777777,6,0,9,3,no,no,python,medium,poor,cloud computing,Business process analyst,job,BPA,no,Horror,Work,gentle,Technical,no,no
7.777777777777777,5,3,3,3,yes,yes,information security,poor,medium,parallel computing,cloud computing,higherstudies,Cloud Services,no,Trilogy,salary,gentle,Management,yes,yes
7.2,5,3,3,3,no,no,machine learning,poor,medium,Management,security,job,SAaS services,no,Guide,Work,stubborn,Technical,yes,no
7.977777777777777,6,3,2,7,yes,no,information security,excellent,excellent,Computer Architecture,testing,higherstudies,Service Based,no,Childrens,Work,gentle,Technical,no,yes
7.2555555555555555,1,4,6,2,no,no,information security,medium,excellent,IOT,developer,job,BPA,no,Cookbooks,Work,stubborn,Management,yes,yes
7.488888888888889,5,4,4,8,yes,yes,machine learning,poor,poor,cloud computing,developer,job,Service Based,no,Cookbooks,Work,gentle,Technical,yes,no
7.544444444444444,6,6,1,6,yes,no,shell programming,excellent,medium,IOT,system developer,job,Finance,no,Guide,salary,gentle,Technical,yes,yes
7.2666666666666675,5,0,7,4,yes,yes,shell programming,poor,poor,hacking,security,higherstudies,Finance,no,Guide,Work,stubborn,Management,yes,yes
7.2555555555555555,6,2,5,6,no,no,hadoop,medium,medium,IOT,testing,job,Product based,no,Romance,salary,stubborn,Technical,yes,no
8.233333333333333,5,5,9,3,no,no,python,medium,medium,data engineering,security,higherstudies,Testing and Maintainance Services,no,Science,salary,gentle,Technical,no,no
7.466666666666667,4,5,3,6,yes,no,shell programming,medium,excellent,data engineering,system developer,higherstudies,Testing and Maintainance Services,yes,Art,salary,stubborn,Management,no,yes
7.477777777777777,6,4,4,1,yes,no,shell programming,excellent,poor,Management,cloud computing,job,Finance,no,Drama,salary,stubborn,Management,yes,yes
7.688888888888888,5,1,1,2,no,no,python,excellent,excellent,cloud computing,developer,job,Product based,no,Action and Adventure,Work,gentle,Management,yes,no
8.133333333333333,7,6,6,2,yes,yes,shell programming,excellent,medium,Management,security,job,product development,no,Guide,salary,gentle,Management,yes,no
7.9,1,1,4,1,yes,no,full stack,poor,poor,Computer Architecture,Business process analyst,job,Finance,yes,Comics,salary,stubborn,Management,yes,yes
7.833333333333333,9,1,3,5,yes,yes,hadoop,medium,excellent,programming,developer,higherstudies,product development,no,Series,salary,stubborn,Management,no,no
7.966666666666667,4,6,9,2,yes,no,information security,medium,poor,Computer Architecture,cloud computing,job,product development,no,Comics,salary,gentle,Technical,no,yes
8.366666666666667,4,2,3,1,yes,yes,shell programming,medium,poor,Computer Architecture,testing,higherstudies,Finance,no,Self help,Work,stubborn,Technical,yes,yes
7.955555555555556,3,0,1,5,no,no,r programming,medium,medium,IOT,security,job,BPA,yes,Guide,Work,stubborn,Technical,yes,yes
7.622222222222223,2,6,1,2,yes,yes,python,excellent,medium,parallel computing,cloud computing,job,Web Services,yes,Science fiction,Work,gentle,Management,no,yes
7.377777777777777,8,0,6,4,yes,yes,machine learning,poor,poor,programming,system developer,job,BPA,yes,Self help,Work,stubborn,Management,no,yes
7.622222222222223,1,6,5,9,no,yes,hadoop,excellent,excellent,IOT,Business process analyst,higherstudies,Product based,no,Science,Work,gentle,Technical,no,yes
8.311111111111112,3,0,8,4,yes,yes,full stack,poor,medium,networks,cloud computing,job,Service Based,yes,Health,Work,stubborn,Technical,yes,no
